Actual,Predicted
1142264.2476784117,1230731.977985058
1587357.9464305846,1512300.7551483447
1064703.3052359354,1241095.2253478486
1200539.361167783,1079723.9200704293
1084063.6419882777,1101225.170186995
1441526.8367587973,1342087.2367155831
1754866.3954783296,1724812.8087917021
1049661.038846639,1186053.16029234
1279117.9650857162,1397280.1562463408
841276.5860989693,849661.5963737373
1248741.8646745014,1122984.5864617177
1579360.8248111247,1452786.6583082196
2197436.8754965314,2093034.5652027088
1386351.1453039348,1428124.497086214
1072503.237943672,1099754.9216747829
1576286.214214989,1546803.0033027
527749.4038647808,596070.6610082891
1586889.994631176,1624959.4252695977
1560270.4852099754,1464652.0500071272
1204103.0865989951,1247577.0179320849
1246509.1402311178,1217778.1708669658
810751.7250413778,888012.582038668
994257.5352248872,1018669.1159006231
1643086.2778970115,1529075.5178382392
1432318.469639134,1232910.07273287
1713161.6991637428,1652011.3499651388
1471784.0051760625,1517310.812437472
1296636.271092107,1400692.6089259866
1439431.4528896934,1557427.1198602659
1427108.5011545552,1472967.3041525842
1366727.6626961108,1271881.5982288322
766710.1734753456,601785.4536822778
637951.9055551022,773323.6874690405
1333014.9075833731,1628007.203096774
1102516.5838414284,1181424.3528163233
1354417.5627576166,1384941.0144786038
1903813.7926587544,1999437.530862302
569876.7748806281,522478.4656536435
853084.1522068826,937576.9948213962
1814550.9014238769,1731065.0077350787
941950.5794564656,791364.5079878927
1361521.9829376258,1269699.4225048884
1455691.796506957,1340468.827462682
1364306.7686809986,1314078.797443083
745996.3305840503,788728.4668547129
1714266.2737553422,1697771.9672678462
1016526.5937435456,1029373.9739040094
1194357.4059239507,1384275.7502987008
1851575.8675786168,1878078.2030118224
1223432.8397755532,1134835.1321584163
888866.3945395602,1159183.916742791
874497.2654803138,821841.0471234419
1369976.5013014628,1393622.01812771
1716323.348128052,1828246.1361648873
1459834.789435762,1499958.8906945405
1734373.0438199642,1769913.8880518866
2096954.0406756613,2141782.9670093493
1236258.07968267,1313695.1441700528
1339254.7267992808,1300133.7139390241
1134125.645697823,954581.089176192
1074369.7767178162,1172220.3251908282
1814855.154882529,1764934.069408066
1191564.199934324,1269996.473029343
1226441.4792170248,1336825.5985701554
1571848.2312462528,1733923.5741136814
1203089.9890176975,1242272.636575839
1483041.335012141,1546506.834619
1405933.0186992486,1412721.6481625037
964924.493260556,841316.1392355198
1517922.2715771273,1403709.7306852662
968411.6243946048,840532.6589419837
881446.1155446059,969325.8925632122
1347234.0930270965,1364934.3964075604
1170959.5262846122,1092314.4809567458
1843720.6478657,1723587.503009045
1632942.3157420263,1490931.8030720796
1493623.4158691058,1429425.4650941384
2045693.8197491344,2032123.1861499106
1465120.4700062692,1554883.435720026
999826.6092888176,1113339.3042067909
1249914.394842537,1229312.5956086433
987434.7498393512,1024559.420143926
1194709.6278581591,1152987.5246600374
1131618.9133648446,1012535.4635028476
1311389.5758279422,1373507.5174742579
1079951.1554316457,1055055.0796605316
1148749.9333118591,1181202.9349957476
1662585.9381789912,1531586.418262037
1662939.0973972816,1684253.720771261
1245967.7994219903,1212312.3633827092
1394423.555643988,1472219.478188335
1377113.0261359508,1294187.593276681
1146886.0930541083,1154215.8185636452
1624842.1237797844,1642964.3929698295
606863.1414738953,595537.9674531464
1993453.673154315,1894925.7924719402
1473540.759938544,1457810.8485356146
1437755.771785729,1337500.1986247473
1434015.0326303542,1363559.1960868207
866666.0553738795,964048.6943142978
1698219.757464694,1674301.8258316456
1529452.0617767374,1403522.431734976
2007556.2860539176,2018264.7383147771
1247557.6951939955,1187432.7320089522
1485145.6605448688,1451473.3787717433
1208875.0835810225,1177695.6048920574
889385.9015842597,843011.7300702753
1558572.2432714645,1500650.629446303
1637335.3027885682,1525715.4765045452
671661.7134409613,559672.0541387023
1327961.0982193248,1260766.6687457613
1737981.5298355946,1753556.950023415
1372969.3107494302,1499983.3431504536
1029273.2785955656,1062296.373781355
1720670.8768427868,1709901.6870400864
1226067.3141602448,1115548.9695974751
1214104.9338822474,1249936.4568831255
940162.7244777936,851480.1750161578
676377.6614159645,711696.617218303
1086181.7530789468,1073352.621276165
1658571.8640212913,1666713.913103391
1135030.6828346122,1065584.241374561
1062666.3663835817,1076322.0080794827
1251430.920318619,1039668.2250372912
960808.291081754,1053500.4199703648
1704126.8763504997,1570298.0931362254
1465835.8431777956,1309942.2751665134
1013443.43789406,863420.9010738009
1101826.3145402991,987163.9049896034
1462875.9838223844,1393752.9781759554
1621035.9027174718,1770358.460783333
1168444.88222469,1283317.6204447933
1454126.550991805,1512472.765969927
1383031.332366437,1262100.7927475185
1371527.327011824,1320871.1722576823
1545672.11658555,1500572.3662395212
984421.2252794616,1117592.179163713
762144.9261238109,773256.4119654666
1011140.7992689414,1189620.8225459112
906011.3853235616,1126647.825011272
1485677.0638068074,1536704.3607861386
2152959.4089430883,2190423.22019323
1086716.795708651,1177212.8217788758
1538985.1890983768,1485272.4087890578
1375497.9729216115,1410575.766397704
1501622.125499602,1463840.4204854486
1335883.8311844517,1552348.6143605593
2105205.855863914,2007920.0880770166
1294615.007746152,1312092.5014051916
1560615.5007379,1585151.4860688136
768301.8020259616,633289.8909052406
1884674.2407271257,2020053.0611194144
1107286.972727985,1059376.3426904203
1516419.7207188455,1547823.1020914223
820611.4708595406,878858.2575842678
1882806.934395191,1827050.8960952885
1057125.8390858762,1174578.0721574128
778836.9229045416,845423.9166174876
1714055.836800116,1676993.5082349363
1210573.8552657485,1275311.9762970624
1549031.093041703,1528817.6954754665
988175.0073923124,1003468.4573992761
1410331.8251379866,1528820.3203085535
658644.6170003233,519030.1950403261
1581817.4067967194,1506732.1384959682
1246410.340577982,1241821.0574033833
1394900.984583555,1409798.932294452
1621742.7482687838,1662621.5875943904
1280588.3418971745,1296146.8082092088
1517141.622824528,1475931.1809504316
1604954.7234397994,1584668.6257213694
1223777.4976237444,1082019.6268849252
1083187.4267179,1242599.7480479828
911202.1683461092,934331.9840398156
1466411.7902126438,1458084.236145143
1222412.019854086,1330119.5219905754
1404622.0861056014,1367403.8312207558
910099.6440482036,1072536.0656516552
1188196.881911283,1099431.8449188904
1305210.264959531,1254655.1913296282
1400961.2787884492,1521002.469778549
1048639.7894974465,1090987.0434136312
1231157.2551474404,1363711.7970635495
1391232.526512257,1493913.6932341321
1301486.6855460985,1363915.8180473116
1019880.6530541872,995080.3548561591
945057.3183830888,938409.7844712338
1495384.003668785,1512452.5064498526
1053236.599854908,1126706.6410120479
1260484.4621029706,1162791.5864018775
1442674.1845522542,1421033.6368607203
1535262.440790424,1539879.9287534575
1393897.3902198137,1425811.56970869
973299.8617887148,1008374.963055661
1172730.155769318,1261976.917143112
1027191.0290126376,975832.7382911341
1534295.195012713,1459980.3831837527
1399812.6127342363,1440848.9137054635
1696339.544124581,1541797.294867929
1801916.3455730728,1875379.1209823345
1127873.5774725412,1053408.308720186
1091479.5601322306,1146105.6831520689
1036277.0624632968,1059065.250433873
603374.0391445679,699970.4765192322
1002840.2285939913,939426.8538660039
1349989.646728484,1513984.0313489945
940138.9613987308,889587.7198499353
1427890.046491724,1428229.0939268903
1189466.7143340828,1142708.2103847591
1367130.348227142,1411799.322919616
1172413.196960207,1121971.5197790856
1610006.604587974,1653254.472639183
940229.2343302772,898450.9331874899
1311145.9682970897,1309047.1452048565
1134142.915960404,1013924.2169190124
1200060.6620374117,1122767.989941847
1352917.1768613977,1493009.3790189368
1167626.7358808988,1370300.83343403
639471.7361335896,670376.5092922426
1642051.8317058694,1550233.701106192
1445030.984450201,1593349.301541992
1311681.4196841924,1433455.9875422604
953939.3299056444,739414.9908663309
1244248.524945985,1232606.631964391
1097918.41234679,1112788.075806477
1060966.7414057308,972654.1773518939
1542488.6947641938,1612950.5362962265
873588.1296870057,893502.2086993451
1540762.268628121,1342973.1634988296
1419345.6073025845,1376224.4857850908
1160146.171270086,1399137.4422857575
1244789.0220019894,1217550.2256974461
774009.5475941251,856855.1092412332
1168574.665599605,1132086.6046824837
1268964.7954015422,1370494.5438948139
1075550.2154757688,1082913.0883827242
1197073.4448150082,1037315.0521922382
1860681.9470210185,1735248.7788308593
2298379.48670761,2140250.603042468
1412449.478586824,1363610.6556533272
1112223.0080549058,1011180.9211533396
1078534.5530803995,1052694.0012450079
1665515.2461223246,1524086.4302524435
792174.1738214786,866355.280014067
1370909.9519343053,1371189.7917472362
831762.7909033981,749697.2131487108
1462989.4908213743,1367377.2585275243
782800.4947029103,637200.6654388374
1261681.960817626,1302521.0516197304
1543357.4535105105,1505020.7611143938
1287784.3040333614,1311039.9465124486
1582605.5351026566,1630678.4095208137
1102062.0975742438,1231356.6905030403
1130108.0228452345,1094410.9197598016
1548962.888217382,1530581.0893544122
1123386.5312002872,1248160.0106178522
1091928.6155307412,1166687.6641142406
854945.506711949,1083027.0701999431
1342997.6449288395,1243072.4449684224
1267986.687523998,911034.6368621108
1540737.1933239426,1592461.4145191875
821859.065727853,736461.7258490506
1425632.5419741997,1450011.18772886
1383766.0819453795,1312923.5434633293
1366668.1852883534,1367798.6363534033
1000216.8576741072,952213.6317646601
2138713.943340635,2147169.1322212615
1191340.825875469,1287603.000272693
1455556.4656425468,1584854.9149003006
1014450.6537930904,994859.8417426762
1351541.4185628768,1284390.6637503263
1782803.8692421229,1688657.4608792155
1213530.8498658694,1129593.8310901616
1271396.518005975,1283414.7236794797
830286.706578531,937131.8358189985
1300265.2104154662,1335649.522821567
1109559.8516026712,1139050.3012532247
832536.8853673466,705836.4236546983
1260241.3960622712,1253575.3176405765
1720258.777124667,1734591.8495406187
576356.0318820125,490413.4410284939
1463003.0558812623,1416522.37377792
1112286.046385043,928084.7095830869
1325149.919832771,1326309.2133084117
1115394.393195597,1134834.6837274325
1309922.8541763353,1370209.5302191158
1073347.545209808,1035870.9810437155
1520956.99733294,1370930.1884699087
1840236.005802689,1596879.9172215783
1134273.424521429,1203450.9328354956
852099.4640268538,913834.8846096573
1274053.63988823,1324019.6017241753
1340074.6529811826,1312877.3255580156
1007856.266240042,1207831.0615612245
1342245.9687061738,1487709.151636159
959625.5301771796,934548.5050297561
859427.979306825,1070317.1922705262
1541127.3435162455,1527974.4131533583
1546469.7826846072,1437242.1834479035
1626125.1656497952,1650509.2203487135
469262.8155752149,681564.13134111
1084763.029661108,1257112.3662957055
1496729.5357664232,1359786.0387443132
1360920.5303860817,1259927.4138596863
1120419.041886019,1095706.4993783403
953840.6976020308,1045364.2906277911
302355.83597895555,100753.31442607148
923444.1447612592,995488.0015597576
1074646.8653873352,1407496.3811080665
1132522.9012947134,1183172.2948202095
995721.6273979772,930771.6127104992
1294069.5325034796,1367834.6858251267
1288426.6939028532,1341176.3899200978
1707494.9217939766,1470236.2427070783
834268.3429210644,949342.8684466216
1561313.8376386245,1483598.2126240865
724993.8892416583,704535.9231993193
1727453.1546019888,1754717.8032361385
1626321.3209583594,1758607.8325933027
1378863.6883772104,1485933.2700194144
1369186.0702979171,1365069.4479663698
1316206.246554098,1376720.0365993357
820250.3894658082,798950.1472251168
1187454.6724878063,1057490.0599595844
1276448.792042974,1281648.1914225975
1492612.189361544,1399607.5471687154
1496776.8301323482,1609387.6109943963
1784057.8431598432,1684553.618838945
1294647.589167185,1432032.3195277536
1488535.1595646788,1478191.3790393132
1642011.344611863,1630321.9974141358
1008649.9293008102,1055411.5381577057
201898.08657249613,385236.1781969303
1243838.6342287173,1232830.9025634327
1766248.403252482,1646260.1511030537
1194594.988366492,1128539.5144913085
1495375.423345531,1299355.2882618904
1090996.1430147758,1267131.341437966
1305219.5213491025,1267121.3812900968
736798.5333089959,655592.4177020174
1468752.6574269752,1353506.1278170785
1275497.1606266203,1048086.3448629328
1226041.7830216552,1268833.0117837354
1643338.9927174544,1577655.1338675353
1820189.5328040929,1736155.80748863
1292287.0948426991,1243110.554747553
1025417.8875194944,1134171.5331700728
1829101.5494831984,1782580.2059164732
1204598.0374631258,1354402.4015745814
1279464.6466970122,1245373.841255826
1383508.061615121,1311699.853851562
1019425.9367578316,1139813.4084898508
623721.6129854085,587729.9788780548
1020842.5313524116,1108808.6954037538
891200.8622760209,889571.4905874562
943404.2390412588,1093535.2970836568
1152046.592394497,1089057.6177701121
1451078.0931341348,1179579.1024089744
1130537.9927497513,1074799.4158767872
1294967.4107378754,1252456.2027101633
1176420.5593819122,1227164.6746999226
960904.9953518584,997716.6300456752
1111655.9058386355,1127135.4613250112
717273.185257682,857271.6124842684
858088.7187869565,948192.5611556824
1035171.059640798,1104399.463550596
705343.2560893283,769807.206946155
945833.1891229402,971540.7413963471
802846.1222953709,896193.960919972
1539129.363811181,1441875.3373925253
1580951.578568522,1511495.492032241
1190442.1227402529,1173611.703187996
1278618.6203141354,1232436.8767953222
1850513.52744405,1623665.963120842
1057838.4934225385,1172948.3204949242
1261715.4616659957,1243089.6801773165
1043548.6091084076,1192614.870531836
1204753.0020550108,1412327.8906173483
1556256.437468461,1540735.4686181876
1721261.81159612,1493114.796946819
764635.9979283088,789125.8831078638
1544379.7477356796,1805671.1761759226
1253370.1489213388,1188866.2207420995
631656.4745826736,685983.3303284422
993725.2171881604,1052856.353555927
1217267.934024366,1220335.5613925797
1545154.8126419624,1473476.747175993
1114779.246640951,1056612.7348986669
1234037.2359336603,1321441.8955331426
579585.6980204432,660516.0377213839
31140.517620186045,106761.33738209028
1613325.654571316,1669831.901544019
1398353.590664104,1204411.824378502
1277380.5286085252,1160820.0732206851
1668670.6558120956,1734028.2102233875
575694.1732158384,701253.817265376
1291506.385764535,1347815.2362601594
1638265.394523659,1623863.4447652395
1457767.5326477357,1593462.6487002592
509499.588996669,580243.1067864005
1642478.735656444,1744877.8331524641
1114901.9726230132,1046827.3777893572
1453974.505950872,1473967.0677692662
1444572.9714972137,1557396.8012666623
1134055.4030579363,1361927.6162208915
1037780.4795439028,1197399.5931564807
1496466.3571105185,1540254.497035596
1161232.657462014,1164942.621683319
1126450.4261744465,1114612.1208222103
1047689.2657463626,1033093.6224072045
1823498.406876208,1923982.0497251046
1126042.4049714075,1266482.147677945
753930.5825393641,920058.7378404066
1813996.9333129849,1726258.6582623334
1113936.637831619,1132910.1796024875
1546408.558413639,1622418.2049684473
1708102.1023987215,1646308.3769295937
769851.8034373517,779559.5744909649
780608.9935174572,867305.2852314748
592223.2631006419,799410.3297058619
717661.5560232053,990612.9237432755
1313304.5877362725,1223406.8068513782
1113373.5200017327,1109669.8885016562
1670908.6619607303,1604749.4186226404
1727211.0894733826,1768949.252601447
1707269.5277034238,1538392.4068204416
1167449.9898697317,1120439.8427894101
724121.6733840894,721258.439658591
1561234.133168856,1515455.77974774
995813.2160648316,978698.2984888046
873509.1895266719,1008400.9981160881
1360502.2488120492,1311888.7509664008
1742350.9621689606,1684857.444311486
1233220.009477811,1335455.0110584856
895600.423741341,873008.7286014776
1327811.34262042,1322604.714453834
890138.2114471466,1036691.7010198976
1368134.9976821383,1198464.2290047077
798892.5150396761,886995.8668779717
996771.2481507692,988616.5248283115
1967384.7778210605,1898931.8037881055
1272337.503505837,1381686.2256857022
1093253.4909345591,1209801.8036320657
1718625.9452745786,1782035.4574051504
1647278.684983665,1580953.195109204
1165253.0327180624,1238892.5122209662
779962.1010215052,763777.1089432337
1353854.4775205588,1046715.8061567438
1183343.566493446,1129494.2054471718
1394132.2413865472,1504050.7157004718
1150438.9494932448,1069259.9854413662
737147.0943241782,631767.7284800909
815190.6525811657,839080.676919736
826194.6781509514,907795.3020421756
1169653.821377547,1339089.1784462384
800110.1189013292,713857.2043347727
1967637.286822351,1999742.1551094768
1537329.5695361544,1552705.1815244742
932616.0682040264,1006274.980870863
868694.0736998019,918751.1981971478
943668.4823796288,838127.8451050245
1040762.831883902,991977.6186105045
961539.0599236458,1096095.8856903645
1457022.6303982614,1461236.8156835916
1233882.5553029585,1322481.5653873738
1450786.775373464,1558136.7296461998
1048350.6918200088,1009383.7207558057
854045.0137671691,872347.2066532564
809057.4586058989,723880.0908398847
774118.1878354995,881032.2409029594
253185.70150858173,482435.17337810853
1593331.7087101643,1681789.8658262673
798254.224544436,955017.6924029975
1334952.605118672,1386673.6845117477
1090788.9812340653,1078797.124568093
1220001.3342399488,1162180.3555612992
893919.0388163759,1105702.5607669838
1676070.94296519,1737433.5990314358
1475700.7096609343,1558524.0705568562
1820595.367235552,1786242.7737905565
1021122.0523475125,1227475.3763135667
1088548.8265538793,1043313.3874718645
1188416.8057158843,1285297.8504747096
1765352.365907112,1530600.1679459168
1460341.0111764427,1475406.816829436
576387.1752221297,728260.8328758585
839426.1221799824,809974.4436822697
1009142.3379740332,1067877.521207028
1441882.5217055138,1594504.5765912929
1597655.2584122843,1423365.9158240631
866689.0911811923,835778.9078619056
1296223.7064925262,1227743.5825121948
1530172.524842183,1570250.7541490165
1212939.953517593,1179871.9217711492
1082588.7273654498,1210447.4295284348
1637649.904770942,1775104.9237042856
1617405.4247335158,1569637.4904035875
1826821.6156373736,1838955.393870979
1381442.7584597112,1453678.2673751316
1335904.5009155408,1325698.3338335776
1301089.7115082329,1310764.093974053
942663.9415375702,951878.6009668396
1669127.0781264869,1599889.8451801077
927677.4223195151,943805.6012869729
1307136.3345809835,1307203.657235566
730739.4189500834,730068.9940552535
987746.9239531008,1090078.7627602504
1661435.4795672083,1789097.2412360194
1675062.8906871276,1615230.0805411865
1496177.415750746,1351372.816755847
1626659.9596528397,1528164.512808709
822934.8312947354,639906.7327457233
1652845.980628764,1574536.4710202818
1371640.9317114232,1410441.2706433982
1748474.694094093,1766924.05627251
743393.3473414255,818124.6558932103
984010.7052899196,886017.5014034789
900851.1631095211,929652.3992215823
1279279.7998179044,1191903.0763587276
1171989.7178084098,1228769.4064370035
1471031.4205758185,1443470.4265068867
1922281.305339749,1764729.1369288298
1813555.3299392925,1818799.7244238895
1298980.8289499965,1309924.943609621
1587122.3687081682,1591890.5709519456
1045348.229953654,1162069.4930844465
1109260.8543058815,1074230.856223356
959102.080987074,1048390.0423363918
412057.44010888686,391390.0304781613
529282.0843920948,491182.4937976659
1198313.5980997651,1325499.1095902822
1274474.5458934947,1162930.0895997235
398909.5098600632,466359.04818369774
1795630.9127150138,1661181.9788849656
1085113.4510746023,1055501.9472896247
897223.4346811123,1105442.1062223357
1591188.3484872938,1437953.0254327445
1297849.7636572844,1345889.0646976717
1236874.809187995,1398034.068701466
816772.3750999514,853744.9771407754
1172385.8977045629,1158475.856218339
1433260.2277418757,1471188.9672014979
1947338.4401352475,1865085.8856889703
1277744.7389113496,1172165.0067067915
1432252.081073976,1411355.5422932343
1314635.6896984542,1240910.8505917364
1570583.3403398057,1776910.7981155063
977980.9211108278,1149488.1533714538
1156329.2740497622,982565.9234792385
1492965.7334657512,1534001.4989044773
875904.5285939977,967096.5387589331
1431386.814465111,1509615.8135462175
1028636.4228705128,1099245.177600638
1414294.897975369,1329155.8324499214
1880127.0624823808,1823273.580743414
1494101.444719538,1443311.2914125999
1031146.7545545298,1069716.505093107
863386.1737937309,773661.3109730897
1081150.1254838074,1165640.83269556
1181995.430504778,1346037.7233522874
1247581.2116132637,1379988.2309650904
1442945.1449720778,1536269.7427999866
1168993.737583562,1328560.5520950248
1210161.0704941228,1076516.5641680756
974805.9937128816,767119.4567457433
1289082.3630250026,1126545.884253791
1352096.0506802993,1388613.5325897704
909781.4667682184,935673.2337891371
1143672.8254142758,1072648.9686359987
1255202.109838792,1151808.5040001231
978103.619246416,975674.8755432842
1463442.908287028,1332610.8677355559
1074456.402490409,1124349.9533282025
748322.708245135,857153.3061390887
1437983.8247179326,1541722.4755251398
864899.4849738175,833047.881575353
1294278.1178850965,1322058.322346239
566848.7320986082,599273.8024100084
1480888.8042321615,1442921.2941170395
1802294.2888986613,1805508.986017914
1277112.116945467,1192081.3121704874
1086735.9127637602,1158896.089593885
988746.4205867316,909305.601837208
1385749.141348653,1476246.3004421447
1474296.415816263,1474144.9926564535
1573998.9022596634,1604738.346655428
1172514.722473985,1078281.3321830234
1296121.431916046,1239958.3651763066
1357710.964922556,1357644.762910999
1148066.813058398,1150766.782906992
1031385.4548974172,965760.7596101207
1104109.0350293606,1195259.5498682032
759360.6547692231,682544.4762962428
2002028.631998704,1894262.5907231155
1375736.9565806843,1322957.7118359678
789632.6932079874,785244.4716835967
698457.6776499674,899605.4760346953
1038330.0389589404,898950.9728457611
1334377.3074135566,1378359.1282153334
978766.9138660992,814417.2191715287
1329007.2034481545,1369715.5170926936
971174.9867792164,1064634.3962917896
846055.7174491595,914340.2684512134
1692308.589766106,1599382.2933023353
2173808.627715738,2004841.001860187
756319.7340442679,839142.3647105605
1641873.966286834,1547906.6131825582
734562.104533648,790014.0082725692
1935831.0390568047,1888424.840558318
1132146.3204353235,1109588.8719494715
2102244.496777067,2086813.1188114756
1276987.4919659288,1214202.7746183458
1136347.792319244,1114064.2507439158
578593.5339451779,678780.2090920275
1143203.0678656865,1061583.9877486033
1063399.2747829244,992392.5814830246
1247289.4901993414,1265775.7525662011
1467849.817834562,1474151.1278431392
1486401.3205096938,1516524.0620179735
1238406.1897839587,1140882.04355725
956241.9912803004,961284.3354942761
1046191.1649369912,1147458.898269483
1117432.9800574498,1170132.752631255
1427832.120659103,1386861.5862537543
1379671.0747829855,1474047.1999505167
1410010.9940005562,1495176.7887790306
944491.0395552134,1019273.6849196516
849566.0855445924,790506.6954510268
1005089.893975332,891207.4916750207
1339636.1870255398,1294643.5633355188
1123765.3462531995,1068733.8212257782
2187326.442764148,2219968.0553044626
1170892.9796549894,1094121.8008033065
1159699.9657200286,1199900.5280896588
1799455.4060927469,1819313.9345418694
1510996.4352668852,1536127.5145254699
1793398.718379665,1576930.0439995886
813726.113831596,728862.8364779027
916344.293835102,970971.9867113424
1212276.3574996628,1276979.202792007
837668.1026021099,1056213.2665755819
1028966.367929272,1081115.002182804
1194113.6937494338,1275025.1032335702
995137.2023937796,1058004.734641116
1629049.623519236,1671009.2143829796
1314245.8199973232,1411767.360004663
1069827.806639154,1165549.7211604863
764799.8830136815,735360.258195485
1260814.4318730172,1185656.6257212264
987026.3707410204,1099434.3898552777
856207.6028363751,899374.3013313003
1086186.4278047497,1215750.7117573204
1609092.3179234052,1539443.0299673746
1539958.930981711,1480807.558548241
1877402.3197269463,1824438.855257507
1142127.8842701877,1099445.3512634486
1798521.604522182,1731684.6111686402
1293383.8900123087,1282644.637457498
697840.5674771494,770353.4085466224
1850525.5729962275,1777066.023146031
949072.2495954648,1075293.061185548
1574279.8139775426,1627900.2137794062
1642844.648635587,1544742.6645675506
1184893.5601850909,1215299.9561550617
1723424.6715387627,1625493.4079662492
1805502.3400291663,1566381.3626849097
1278204.781562914,1300866.7826071503
1412274.4860076832,1288289.576877437
1383938.3667970055,1189236.3907920872
1413579.8167508717,1553439.4992970978
1373022.2444161566,1386830.338765202
1392083.817875569,1573253.8168566688
1200125.4471192514,1148896.0603378979
1002023.3582174428,992690.1641670265
704375.8684056341,759590.8927077302
1254938.142307008,1168634.1331720133
1434323.8251566691,1450307.750339732
534077.4554759212,645124.0583271533
1427202.2785615397,1367959.4492823933
1723729.6551644218,1727729.864574649
1039380.7224796106,833538.5006685113
1648246.7742056048,1578675.261465168
824540.8963674724,887830.4466617061
928210.761532312,850489.3307108958
1564563.5680690026,1730949.7966986052
949879.9338885004,1040456.6849720366
1376492.9247222256,1502962.6405444136
734827.50801229,669908.6178426659
1469561.6746953996,1392077.4611063423
1189069.1046909408,1209172.3248499953
1182335.6796501088,1196385.6249711202
1228517.2072076176,1272021.2483077897
1358983.4704786798,1311750.705664727
1431517.3576797748,1409462.0772790508
1118165.8661723498,1104110.69639988
1393482.8496279658,1391375.9038201896
1271340.3814239912,1144700.7607751344
908616.4826240856,755810.1577441273
1340094.9662054193,1245474.617394166
1903660.9191608536,1713070.0858240058
1302664.417257956,1412359.6622786461
949892.5313701816,927893.3532364834
978824.6016155628,956906.121833059
1034539.8306178992,1004695.484829871
1031981.2829229428,1013287.3431264339
964596.749839928,799366.3965596491
745586.5735088169,949804.1904434566
735952.1688894632,764463.4668578962
1742938.7760231788,1822743.578292877
1232014.5271086118,1226525.8503938569
1479603.7556980178,1454553.2456220873
927181.0663926834,932065.5460824445
1152798.578967208,1119928.891578421
1697501.6046052328,1751760.5824884702
647982.6536393018,841008.1059886855
664298.9713057821,709705.6005537249
1048969.4932738757,1086455.0735087483
1062105.3081273877,1009715.9541905322
1585348.0954852228,1391216.444728701
1000892.046404376,1052313.467980716
962028.7007646448,1047508.3393808589
939490.9138489172,991494.306159128
1111085.0168910609,935150.5499302587
1325860.533421939,1176021.564459168
1643291.7224787388,1718401.1248442563
968045.4778354148,1036964.9669335559
1429529.6303333663,1426119.329311166
988123.7553400168,1124581.0295653217
1035125.8566511944,1182199.6493643187
1064854.308940125,1062195.5383790955
1125692.507295288,1240359.302706034
1219154.4031595571,1290315.6829335429
1197975.0854702406,1029790.7699730797
1457672.90568856,1490625.586788692
1146480.2135349663,1307933.121500738
1090888.9630292277,1050675.4316377235
1448081.251171976,1337360.3983270968
752950.606800692,786479.2458789982
1628878.093809486,1608294.4418832627
1125677.6043161764,1314364.2155707106
1209445.2203735302,1132419.6440803222
1400268.1424739305,1395460.6291217543
716771.0057488753,897559.1959670959
1530729.5784536256,1454382.6756886994
1325819.9131084683,1261138.953862425
1310207.133039433,1151622.4529678873
1345296.5544381766,1466347.6972716786
1710966.0356305088,1737092.8152846438
744132.7041655211,677292.701616853
1069851.1616023437,1026094.2745485865
718650.643819188,669301.3434280669
1246440.855634546,1298825.1590209561
1838092.102498864,1680603.6055303295
1543801.654559296,1643327.5446975655
1556987.7244597748,1583785.9857162028
1617072.27721383,1664378.7778779925
1315684.456665318,1293776.4587321952
1261843.8443217382,1091377.0387633569
1900789.2370148413,1707216.352659551
1867050.5361289831,1881588.8369676447
919207.0276133117,775504.5470733754
589352.3954068222,764439.3854646166
629657.6132544072,623568.4383378783
1101120.2587428256,1199495.5843093763
1019127.7329514012,1094500.6848521219
1073350.0443075988,1057595.8511954974
1072704.8902154437,1027083.309400693
1810158.486708856,1770524.423647516
1039794.7674478192,1018947.6666920236
908013.0020703824,922506.5241701435
1439892.6324951418,1402185.2914869012
1582765.592476812,1643793.8318365482
1336743.3833950302,1337696.1599905035
829794.8232933849,999270.5365399211
1659170.5127753727,1741460.769614113
712228.4243027219,737981.5014885762
979282.7630677487,1172221.9741128418
1501103.4929884768,1637075.2664866117
921396.9752541516,1009185.5892659412
1108406.7859168318,935201.891845922
1454749.8065940435,1511967.5434864098
1285923.734211907,1340321.494065328
1556552.473741118,1543404.5599037441
1377275.1787725226,1372520.311801415
1005392.4185892516,1156238.9650342092
624482.7635866479,713670.4696208285
1303106.7871561598,1305689.603299899
1182980.6042717127,1277003.0376110119
981232.6123712712,1111919.9225580469
717825.3596950844,877365.1427708119
1526013.3295975295,1475500.4575040303
1415073.6141811854,1493843.6309636482
1518387.141646837,1469751.2511972948
1435769.7688373898,1438483.1944818683
1243491.5716775164,1298107.4380998383
1365496.8850918792,1208151.1455307766
1175781.4175700566,1139867.5896127825
685503.9902718081,745636.5789429084
1076334.1025455322,927316.668830344
1417047.627110665,1222692.7331810487
1458422.8106991698,1445347.1825494133
2049146.62989614,1856133.2064482118
1487855.537964487,1268828.8752659308
1056984.1817528317,1223378.7636735397
933157.3392378044,917906.9185237898
1281308.3316020842,1113883.815832022
1626893.547224179,1429968.697303922
779106.0224899127,726632.2371565588
1734239.1383592023,1666219.1735271807
795082.8101752147,849749.032785594
1914509.5209888024,2088544.127515783
1836419.6406684609,1838095.6191546977
1006885.8444127028,888094.4237450142
1084255.6782722834,778384.2699575159
670734.6739512904,895677.1500258618
1070720.058487742,1270863.2294451804
1280230.6253682314,1260392.1540070642
1214320.5743640617,1156350.0571506592
1166558.3735827007,1362773.5141709382
